time in milliseconds,acceleration_x,acceleration_y,acceleration_z,Roll,Pitch,Yaw
6.0,-4.1532,1.4575,8.8293,0.0779,0.3602,0.1319
11.0,-4.1532,1.4575,8.8293,-0.208,0.4097,0.1172
16.0,-4.1532,1.4575,8.8293,-0.208,0.4097,0.1172
21.0,-4.1149,1.7673,8.3269,-0.208,0.4097,0.1172
26.0,-4.1149,1.7673,8.3269,-0.208,0.4097,0.1172
31.0,-4.1149,1.7673,8.3269,-0.208,0.4097,0.1172
36.0,-4.1149,1.7673,8.3269,-0.208,0.4097,0.1172
41.0,-4.1149,1.7673,8.3269,-0.445,0.1404,0.2712
46.0,-4.5555,2.0581,7.763,-0.445,0.1404,0.2712
51.0,-4.5555,2.0581,7.763,-0.445,0.1404,0.2712
56.0,-4.5555,2.0581,7.763,-0.445,0.1404,0.2712
62.0,-4.5555,2.0581,7.763,-0.445,0.1404,0.2712
66.0,-4.5555,2.0581,7.763,-0.445,0.1404,0.2712
71.0,-4.5411,2.2774,7.6492,-0.445,0.1404,0.2712
76.0,-4.5411,2.2774,7.6492,-0.6051,-0.3984,0.1344
81.0,-4.5411,2.2774,7.6492,-0.6051,-0.3984,0.1344
85.0,-4.5411,2.2774,7.6492,-0.6051,-0.3984,0.1344
91.0,-4.5411,2.2774,7.6492,-0.6051,-0.3984,0.1344
96.0,-4.5411,2.2774,7.6492,-0.6051,-0.3984,0.1344
101.0,-4.8764,2.244,7.6161,-0.3851,-0.1999,-0.3916
106.0,-4.8764,2.244,7.6161,-0.3851,-0.1999,-0.3916
111.0,-4.8764,2.244,7.6161,-0.3851,-0.1999,-0.3916
116.0,-4.8764,2.244,7.6161,-0.3851,-0.1999,-0.3916
121.0,-4.8764,2.244,7.6161,-0.3851,-0.1999,-0.3916
126.0,-4.8812,1.8341,7.3554,-0.3851,-0.1999,-0.3916
131.0,-4.8812,1.8341,7.3554,-0.3851,-0.1999,-0.3916
136.0,-4.8812,1.8341,7.3554,-0.3247,-0.6861,-0.8217
141.0,-4.8812,1.8341,7.3554,-0.3247,-0.6861,-0.8217
146.0,-4.8812,1.8341,7.3554,-0.3247,-0.6861,-0.8217
151.0,-5.2883,0.895,6.7204,-0.3247,-0.6861,-0.8217
156.0,-5.2883,0.895,6.7204,-0.3247,-0.6861,-0.8217
161.0,-5.2883,0.895,6.7204,-0.3247,-0.6861,-0.8217
166.0,-5.2883,0.895,6.7204,-0.7193,-1.8718,-0.8809
171.0,-5.2883,0.895,6.7204,-0.7193,-1.8718,-0.8809
176.0,-4.9722,0.9808,7.0711,-0.7193,-1.8718,-0.8809
181.0,-4.9722,0.9808,7.0711,-0.7193,-1.8718,-0.8809
186.0,-4.9722,0.9808,7.0711,-0.7193,-1.8718,-0.8809
191.0,-4.9722,0.9808,7.0711,-0.7193,-1.8718,-0.8809
196.0,-4.9722,0.9808,7.0711,-1.0424,-1.7032,-0.6451
201.0,-4.9722,0.9808,7.0711,-1.0424,-1.7032,-0.6451
206.0,-3.7222,-0.0584,7.0,-1.0424,-1.7032,-0.6451
211.0,-3.7222,-0.0584,7.0,-1.0424,-1.7032,-0.6451
216.0,-3.7222,-0.0584,7.0,-1.0424,-1.7032,-0.6451
221.0,-3.7222,-0.0584,7.0,-1.0424,-1.7032,-0.6451
226.0,-3.7222,-0.0584,7.0,-1.4016,-0.0643,-0.1161
231.0,-3.7222,-0.0584,5.8152,-1.4016,-0.0643,-0.1161
236.0,-4.2634,-0.8449,5.8152,-1.4016,-0.0643,-0.1161
241.0,-4.2634,-0.8449,5.8152,-1.4016,-0.0643,-0.1161
246.0,-4.2634,-0.8449,5.8152,-1.4016,-0.0643,-0.1161
251.0,-4.2634,-0.8449,5.8152,-1.4016,-0.0643,-0.1161
256.0,-4.2634,-0.8449,5.8152,-0.5776,1.8575,0.3885
261.0,-6.8926,0.1514,4.7347,-0.5776,1.8575,0.3885
266.0,-6.8926,0.1514,4.7347,-0.5776,1.8575,0.3885
271.0,-6.8926,0.1514,4.7347,-0.5776,1.8575,0.3885
276.0,-6.8926,0.1514,4.7347,-0.5776,1.8575,0.3885
281.0,-6.8926,0.1514,4.7347,-0.5776,1.8575,0.3885
286.0,-5.3122,0.5661,3.6495,0.1286,2.2509,-0.2413
291.0,-5.3122,0.5661,3.6495,0.1286,2.2509,-0.2413
296.0,-5.3122,0.5661,3.6495,0.1286,2.2509,-0.2413
301.0,-5.3122,0.5661,3.6495,0.1286,2.2509,-0.2413
306.0,-5.3122,0.5661,3.6495,0.1286,2.2509,-0.2413
311.0,-5.3122,0.5661,3.6495,0.1286,2.2509,-0.2413
316.0,-3.2816,-1.4026,2.9576,0.1286,2.2509,-0.2413
321.0,-3.2816,-1.4026,2.9576,-0.8293,2.6199,-1.3116
326.0,-3.2816,-1.4026,2.9576,-0.8293,2.6199,-1.3116
331.0,-3.2816,-1.4026,2.9576,-0.8293,2.6199,-1.3116
336.0,-3.2816,-1.4026,2.9576,-0.8293,2.6199,-1.3116
341.0,-1.4712,-4.8204,1.479,-0.8293,2.6199,-1.3116
346.0,-1.4712,-4.8204,1.479,-0.8293,2.6199,-1.3116
351.0,-1.4712,-4.8204,1.479,-2.569,3.4134,-1.179
356.0,-1.4712,-4.8204,1.479,-2.569,3.4134,-1.179
361.0,-1.4712,-4.8204,1.479,-2.569,3.4134,-1.179
