time in milliseconds,acceleration_x,acceleration_y,acceleration_z,Roll,Pitch,Yaw
4.0,-7.0119,-3.8455,5.2674,-0.4675,2.0584,-1.0744
8.0,-7.0119,-3.8455,5.2674,-0.4675,2.0584,-1.0744
13.0,-6.4803,-2.4488,4.8598,-0.4675,2.0584,-1.0744
18.0,-6.4803,-2.4488,4.8598,-0.4675,2.0584,-1.0744
24.0,-6.4803,-2.4488,4.8598,-0.0087,2.9277,-1.0268
29.0,-6.4803,-2.4488,4.8598,-0.0087,2.9277,-1.0268
33.0,-6.4803,-2.4488,4.8598,-0.0087,2.9277,-1.0268
38.0,-6.0733,-1.8577,3.2817,-0.0087,2.9277,-1.0268
44.0,-6.0733,-1.8577,3.2817,-0.0087,2.9277,-1.0268
49.0,-6.0733,-1.8577,3.2817,-0.0362,2.4353,-1.2601
53.0,-6.0733,-1.8577,3.2817,-0.0362,2.4353,-1.2601
58.0,-6.0733,-1.8577,3.2817,-0.0362,2.4353,-1.2601
63.0,-8.6211,-3.4832,5.457,-0.0362,2.4353,-1.2601
69.0,-8.6211,-3.4832,5.457,-0.0362,2.4353,-1.2601
74.0,-8.6211,-3.4832,5.457,-0.0362,2.4353,-1.2601
78.0,-8.6211,-3.4832,5.457,-0.0362,2.4353,-1.2601
83.0,-8.6211,-3.4832,5.457,-0.831,1.249,-1.0072
89.0,-8.6211,-3.4832,5.457,-0.831,1.249,-1.0072
94.0,-5.987,-4.2745,6.8502,-0.831,1.249,-1.0072
99.0,-5.987,-4.2745,6.8502,-0.831,1.249,-1.0072
103.0,-5.987,-4.2745,6.8502,-0.831,1.249,-1.0072
108.0,-5.987,-4.2745,6.8502,-0.831,1.249,-1.0072
114.0,-5.987,-4.2745,6.8502,-1.2158,1.4836,-1.0255
119.0,-3.3674,-5.5901,6.6796,-1.2158,1.4836,-1.0255
123.0,-3.3674,-5.5901,6.6796,-1.2158,1.4836,-1.0255
128.0,-3.3674,-5.5901,6.6796,-1.2158,1.4836,-1.0255
133.0,-3.3674,-5.5901,6.6796,-1.2158,1.4836,-1.0255
139.0,-3.3674,-5.5901,6.6796,-1.2158,1.4836,-1.0255
144.0,-2.0743,-5.9953,6.1489,-1.3472,3.2508,-0.5656
149.0,-2.0743,-5.9953,6.1489,-1.3472,3.2508,-0.5656
153.0,-2.0743,-5.9953,6.1489,-1.3472,3.2508,-0.5656
158.0,-2.0743,-5.9953,6.1489,-1.3472,3.2508,-0.5656
164.0,-2.0743,-5.9953,6.1489,-1.3472,3.2508,-0.5656
169.0,-2.0743,-5.9953,6.1489,-1.3472,3.2508,-0.5656
173.0,-4.3396,-6.186,4.7603,-1.3594,4.5789,-0.5931
178.0,-4.3396,-6.186,4.7603,-1.3594,4.5789,-0.5931
183.0,-4.3396,-6.186,4.7603,-1.3594,4.5789,-0.5931
189.0,-4.3396,-6.186,4.7603,-1.3594,4.5789,-0.5931
194.0,-4.3396,-6.186,4.7603,-1.3594,4.5789,-0.5931
198.0,-5.3166,-8.088,5.6133,-1.3594,4.5789,-0.5931
203.0,-5.3166,-8.088,5.6133,-1.3594,4.5789,-0.5931
209.0,-5.3166,-8.088,5.6133,-3.0997,5.1849,-0.1868
214.0,-5.3166,-8.088,5.6133,-3.0997,5.1849,-0.1868
218.0,-5.3166,-8.088,5.6133,-3.0997,5.1849,-0.1868
223.0,-7.1317,-10.5,2.7557,-3.0997,5.1849,-0.1868
229.0,-7.1317,-10.5,2.7557,-3.0997,5.1849,-0.1868
234.0,-7.1317,-10.5,2.7557,-3.0997,5.1849,-0.1868
238.0,-7.1317,-10.5,2.7557,-4.2781,4.4335,0.95
243.0,-7.1317,-10.5,2.7557,-4.2781,4.4335,0.95
249.0,-13.4008,-10.4618,2.5425,-4.2781,4.4335,0.95
254.0,-13.4008,-10.4618,2.5425,-4.2781,4.4335,0.95
258.0,-13.4008,-10.4618,2.5425,-4.2781,4.4335,0.95
263.0,-13.4008,-10.4618,2.5425,-4.2781,4.4335,0.95
268.0,-13.4008,-10.4618,2.5425,-2.4205,1.5752,1.6879
274.0,-15.5607,-5.0563,0.661,-2.4205,1.5752,1.6879
278.0,-15.5607,-5.0563,0.661,-2.4205,1.5752,1.6879
283.0,-15.5607,-5.0563,0.661,-2.4205,1.5752,1.6879
288.0,-15.5607,-5.0563,0.661,-2.4205,1.5752,1.6879
294.0,-15.5607,-5.0563,0.661,-2.4205,1.5752,1.6879
298.0,-15.5607,-5.0563,0.661,-2.2421,-1.8976,0.8822
303.0,-19.7465,-7.2252,3.5613,-2.2421,-1.8976,0.8822
309.0,-19.7465,-7.2252,3.5613,-2.2421,-1.8976,0.8822
313.0,-19.7465,-7.2252,3.5613,-2.2421,-1.8976,0.8822
318.0,-19.7465,-7.2252,3.5613,-2.2421,-1.8976,0.8822
324.0,-19.7465,-7.2252,3.5613,-2.2421,-1.8976,0.8822
329.0,-19.7465,-7.2252,3.5613,-2.2421,-1.8976,0.8822
336.0,-19.7465,-7.2252,3.5613,-2.2421,-1.8976,0.8822
339.0,-19.7465,-7.2252,3.5613,-2.2421,-1.8976,0.8822
343.0,-17.3662,-4.2125,5.0068,-1.2641,-3.8078,-0.3084
349.0,-17.3662,-4.2125,5.0068,-1.2641,-3.8078,-0.3084
354.0,-17.3662,-4.2125,5.0068,-1.2641,-3.8078,-0.3084
358.0,-17.3662,-4.2125,5.0068,-1.2641,-3.8078,-0.3084
364.0,-17.3662,-4.2125,5.0068,-1.2641,-3.8078,-0.3084
369.0,-17.3662,-4.2125,5.0068,-1.2641,-3.8078,-0.3084
373.0,-17.3662,-4.2125,5.0068,-1.2641,-3.8078,-0.3084
379.0,-17.3662,-4.2125,5.0068,-1.2641,-3.8078,-0.3084
386.0,-17.3662,-4.2125,5.0068,-1.2641,-3.8078,-0.3084
391.0,-17.3662,-4.2125,5.0068,-1.2641,-3.8078,-0.3084
394.0,-17.3662,-4.2125,5.0068,-1.2641,-3.8078,-0.3084
399.0,-13.9755,-3.5786,6.2057,0.5429,-4.6367,-1.3212
405.0,-13.9755,-3.5786,6.2057,0.5429,-4.6367,-1.3212
410.0,-13.9755,-3.5786,6.2057,0.5429,-4.6367,-1.3212
414.0,-13.9755,-3.5786,6.2057,0.5429,-4.6367,-1.3212
419.0,-13.9755,-3.5786,6.2057,0.5429,-4.6367,-1.3212
424.0,-13.9755,-3.5786,6.2057,0.5429,-4.6367,-1.3212
429.0,-7.9123,-3.2401,7.6985,1.9332,-4.8597,-0.7879
433.0,-7.9123,-3.2401,7.6985,1.9332,-4.8597,-0.7879
439.0,-7.9123,-3.2401,7.6985,1.9332,-4.8597,-0.7879
443.0,-7.9123,-3.2401,7.6985,1.9332,-4.8597,-0.7879
448.0,-7.9123,-3.2401,7.6985,1.9332,-4.8597,-0.7879
454.0,-7.9123,-3.2401,7.6985,1.9332,-4.8597,-0.7879
458.0,-5.2782,-5.6092,7.7601,1.9332,-4.8597,-0.7879
463.0,-5.2782,-5.6092,7.7601,1.5184,-3.5677,-0.3402
469.0,-5.2782,-5.6092,7.7601,1.5184,-3.5677,-0.3402
473.0,-5.2782,-5.6092,7.7601,1.5184,-3.5677,-0.3402
479.0,-5.2782,-5.6092,7.7601,1.5184,-3.5677,-0.3402
484.0,-4.0762,-5.3232,8.0208,1.5184,-3.5677,-0.3402
488.0,-4.0762,-5.3232,8.0208,1.5184,-3.5677,-0.3402
494.0,-4.0762,-5.3232,8.0208,1.8715,-2.644,0.1626
499.0,-4.0762,-5.3232,8.0208,1.8715,-2.644,0.1626
504.0,-4.0762,-5.3232,8.0208,1.8715,-2.644,0.1626
509.0,-3.8032,-5.3661,8.0255,1.8715,-2.644,0.1626
513.0,-3.8032,-5.3661,8.0255,1.8715,-2.644,0.1626
518.0,-3.8032,-5.3661,8.0255,1.8715,-2.644,0.1626
524.0,-3.8032,-5.3661,8.0255,1.4543,-1.991,0.8492
528.0,-3.8032,-5.3661,8.0255,1.4543,-1.991,0.8492
533.0,-3.8032,-5.3661,8.0255,1.4543,-1.991,0.8492
539.0,-3.8032,-5.3661,8.0255,1.4543,-1.991,0.8492
543.0,-3.2764,-4.0934,6.9592,1.4543,-1.991,0.8492
549.0,-3.2764,-4.0934,6.9592,1.4543,-1.991,0.8492
554.0,-3.2764,-4.0934,6.9592,1.4543,-1.991,0.8492
558.0,-3.2764,-4.0934,6.9592,0.7444,-1.1205,0.6195
563.0,-3.2764,-4.0934,6.9592,0.7444,-1.1205,0.6195
569.0,-3.2764,-4.0934,6.9592,0.7444,-1.1205,0.6195
574.0,-3.5014,-3.7025,6.2389,0.7444,-1.1205,0.6195
578.0,-3.5014,-3.7025,6.2389,0.7444,-1.1205,0.6195
583.0,-3.5014,-3.7025,6.2389,0.7444,-1.1205,0.6195
589.0,-3.5014,-3.7025,6.2389,0.7444,-1.1205,0.6195
593.0,-3.5014,-3.7025,6.2389,0.8483,-0.3203,0.1546
599.0,-3.5014,-3.7025,6.2389,0.8483,-0.3203,0.1546
604.0,-3.5014,-3.7025,6.2389,0.8483,-0.3203,0.1546
608.0,-3.7744,-4.4795,6.1536,0.8483,-0.3203,0.1546
613.0,-3.7744,-4.4795,6.1536,0.8483,-0.3203,0.1546
619.0,-3.7744,-4.4795,6.1536,0.8483,-0.3203,0.1546
624.0,-3.7744,-4.4795,6.1536,0.6223,0.0768,0.2976
628.0,-3.7744,-4.4795,6.1536,0.6223,0.0768,0.2976
