time in milliseconds,acceleration_x,acceleration_y,acceleration_z,Roll,Pitch,Yaw
6.0,-0.6962,2.6147,8.1375,0.049,2.2977,0.085
11.0,-0.6962,2.6147,8.1375,0.049,2.2977,0.085
16.0,-0.6962,2.6147,8.1375,0.049,2.2977,0.085
21.0,-0.6962,2.6147,8.1375,0.1908,3.0161,0.3947
26.0,1.1429,1.1656,7.2323,0.1908,3.0161,0.3947
31.0,1.1429,1.1656,7.2323,0.1908,3.0161,0.3947
36.0,1.1429,1.1656,7.2323,0.1908,3.0161,0.3947
41.0,1.1429,1.1656,7.2323,0.1908,3.0161,0.3947
47.0,1.1429,1.1656,7.2323,0.1908,3.0161,0.3947
51.0,-1.1751,1.6518,6.7158,-0.9045,1.5726,0.3147
56.0,-1.1751,1.6518,6.7158,-0.9045,1.5726,0.3147
61.0,-1.1751,1.6518,6.7158,-0.9045,1.5726,0.3147
66.0,-1.1751,1.6518,6.7158,-0.9045,1.5726,0.3147
71.0,-1.1751,1.6518,6.7158,-0.9045,1.5726,0.3147
76.0,-1.1751,1.6518,6.7158,-0.9045,1.5726,0.3147
81.0,-2.5161,2.281,6.4883,-1.6852,1.8414,0.0551
86.0,-2.5161,2.281,6.4883,-1.6852,1.8414,0.0551
91.0,-2.5161,2.281,6.4883,-1.6852,1.8414,0.0551
96.0,-2.5161,2.281,6.4883,-1.6852,1.8414,0.0551
101.0,-2.5161,2.281,6.4883,-1.6852,1.8414,0.0551
107.0,-2.6885,0.8939,6.9717,-1.6852,1.8414,0.0551
111.0,-2.6885,0.8939,6.9717,-1.6852,1.8414,0.0551
116.0,-2.6885,0.8939,6.9717,-1.8391,1.9648,-0.4574
121.0,-2.6885,0.8939,6.9717,-1.8391,1.9648,-0.4574
126.0,-2.6885,0.8939,6.9717,-1.8391,1.9648,-0.4574
131.0,-2.6885,0.8939,6.9717,-1.8391,1.9648,-0.4574
136.0,-5.246,0.8033,9.2986,-1.8391,1.9648,-0.4574
141.0,-5.246,0.8033,9.2986,-1.8391,1.9648,-0.4574
146.0,-5.246,0.8033,9.2986,-1.3725,1.3008,-0.2974
151.0,-5.246,0.8033,9.2986,-1.3725,1.3008,-0.2974
156.0,-5.246,0.8033,9.2986,-1.3725,1.3008,-0.2974
161.0,-3.9241,-0.3216,8.9052,-1.3725,1.3008,-0.2974
166.0,-3.9241,-0.3216,8.9052,-1.3725,1.3008,-0.2974
171.0,-3.9241,-0.3216,8.9052,-1.3725,1.3008,-0.2974
176.0,-3.9241,-0.3216,8.9052,-0.8966,1.0674,0.242
181.0,-3.9241,-0.3216,8.9052,-0.8966,1.0674,0.242
186.0,-2.7508,1.1799,7.3555,-0.8966,1.0674,0.242
191.0,-2.7508,1.1799,7.3555,-0.8966,1.0674,0.242
196.0,-2.7508,1.1799,7.3555,-0.8966,1.0674,0.242
201.0,-2.7508,1.1799,7.3555,-0.8966,1.0674,0.242
206.0,-2.7508,1.1799,7.3555,-0.8062,1.671,-0.0677
211.0,-3.7948,1.3372,6.4362,-0.8062,1.671,-0.0677
217.0,-3.7948,1.3372,6.4362,-0.8062,1.671,-0.0677
221.0,-3.7948,1.3372,6.4362,-0.8062,1.671,-0.0677
226.0,-3.7948,1.3372,6.4362,-0.8062,1.671,-0.0677
231.0,-3.7948,1.3372,6.4362,-0.8062,1.671,-0.0677
236.0,-3.7948,1.3372,6.4362,-0.7457,1.5787,-0.364
241.0,-4.767,0.8415,5.8817,-0.7457,1.5787,-0.364
246.0,-4.767,0.8415,5.8817,-0.7457,1.5787,-0.364
251.0,-4.767,0.8415,5.8817,-0.7457,1.5787,-0.364
256.0,-4.767,0.8415,5.8817,-0.7457,1.5787,-0.364
261.0,-4.767,0.8415,5.8817,-0.7457,1.5787,-0.364
266.0,-2.3197,0.0645,6.1613,-0.7457,1.5787,-0.364
271.0,-2.3197,0.0645,6.1613,-0.1617,2.6954,-0.1709
276.0,-2.3197,0.0645,6.1613,-0.1617,2.6954,-0.1709
281.0,-2.3197,0.0645,6.1613,-0.1617,2.6954,-0.1709
286.0,-2.3197,0.0645,6.1613,-0.1617,2.6954,-0.1709
291.0,-2.3197,0.0645,6.1613,-0.1617,2.6954,-0.1709
296.0,-0.677,-0.3836,2.9435,-0.304,3.5463,0.3495
301.0,-0.677,-0.3836,2.9435,-0.304,3.5463,0.3495
306.0,-0.677,-0.3836,2.9435,-0.304,3.5463,0.3495
311.0,-0.677,-0.3836,2.9435,-0.304,3.5463,0.3495
316.0,-0.677,-0.3836,2.9435,-0.304,3.5463,0.3495
321.0,-4.9011,-2.1092,1.1948,-0.304,3.5463,0.3495
326.0,-4.9011,-2.1092,1.1948,-0.304,3.5463,0.3495
331.0,-4.9011,-2.1092,1.1948,-2.3859,2.7931,0.0416
336.0,-4.9011,-2.1092,1.1948,-2.3859,2.7931,0.0416
341.0,-4.9011,-2.1092,1.1948,-2.3859,2.7931,0.0416
346.0,-4.9011,-2.1092,1.1948,-2.3859,2.7931,0.0416
351.0,-6.6205,-4.0731,2.1805,-2.3859,2.7931,0.0416
356.0,-6.6205,-4.0731,2.1805,-2.3859,2.7931,0.0416
361.0,-6.6205,-4.0731,2.1805,-3.8843,3.2934,0.0252
366.0,-6.6205,-4.0731,2.1805,-3.8843,3.2934,0.0252
371.0,-6.6205,-4.0731,2.1805,-3.8843,3.2934,0.0252
376.0,-6.6205,-4.0731,2.1805,-3.8843,3.2934,0.0252
381.0,-4.7574,-4.9168,1.2848,-3.8843,3.2934,0.0252
386.0,-4.7574,-4.9168,1.2848,-3.8843,3.2934,0.0252
391.0,-4.7574,-4.9168,1.2848,-3.8843,3.2934,0.0252
396.0,-4.7574,-4.9168,1.2848,-4.0859,3.2036,0.1351
401.0,-4.7574,-4.9168,1.2848,-4.0859,3.2036,0.1351
406.0,-3.9097,-6.9141,1.3512,-4.0859,3.2036,0.1351
411.0,-3.9097,-6.9141,1.3512,-4.0859,3.2036,0.1351
416.0,-3.9097,-6.9141,1.3512,-4.0859,3.2036,0.1351
421.0,-3.9097,-6.9141,1.3512,-4.0859,3.2036,0.1351
426.0,-3.9097,-6.9141,1.3512,-4.6369,4.6655,-0.5698
431.0,-1.8983,-9.1498,-2.5823,-4.6369,4.6655,-0.5698
436.0,-1.8983,-9.1498,-2.5823,-4.6369,4.6655,-0.5698
441.0,-1.8983,-9.1498,-2.5823,-4.6369,4.6655,-0.5698
446.0,-1.8983,-9.1498,-2.5823,-4.6369,4.6655,-0.5698
451.0,-1.8983,-9.1498,-2.5823,-4.6369,4.6655,-0.5698
456.0,-1.8983,-9.1498,-2.5823,-4.6369,4.6655,-0.5698
461.0,-5.768,-13.4876,-1.298,-5.5685,5.6465,-1.8612
466.0,-5.768,-13.4876,-1.298,-5.5685,5.6465,-1.8612
471.0,-5.768,-13.4876,-1.298,-5.5685,5.6465,-1.8612
476.0,-5.768,-13.4876,-1.298,-5.5685,5.6465,-1.8612
481.0,-5.768,-13.4876,-1.298,-5.5685,5.6465,-1.8612
486.0,-8.0333,-17.2152,0.1664,-5.5685,5.6465,-1.8612
492.0,-8.0333,-17.2152,0.1664,-5.5997,7.349,-2.039
496.0,-8.0333,-17.2152,0.1664,-5.5997,7.349,-2.039
501.0,-8.0333,-17.2152,0.1664,-5.5997,7.349,-2.039
509.0,-8.0333,-17.2152,0.1664,-5.5997,7.349,-2.039
511.0,-8.0333,-17.2152,0.1664,-5.5997,7.349,-2.039
516.0,-8.2871,-19.6081,0.01,-5.5997,7.349,-2.039
521.0,-8.2871,-19.6081,0.01,-6.5233,6.3496,-0.604
527.0,-8.2871,-19.6081,0.01,-6.5233,6.3496,-0.604
531.0,-8.2871,-19.6081,0.01,-6.5233,6.3496,-0.604
536.0,-8.2871,-19.6081,0.01,-6.5233,6.3496,-0.604
541.0,-17.6931,-23.7695,1.0478,-6.5233,6.3496,-0.604
546.0,-17.6931,-23.7695,1.0478,-6.5233,6.3496,-0.604
551.0,-17.6931,-23.7695,1.0478,-6.3345,2.8377,1.2915
556.0,-17.6931,-23.7695,1.0478,-6.3345,2.8377,1.2915
561.0,-17.6931,-23.7695,1.0478,-6.3345,2.8377,1.2915
566.0,-27.2764,-20.2993,2.6544,-6.3345,2.8377,1.2915
571.0,-27.2764,-20.2993,2.6544,-6.3345,2.8377,1.2915
576.0,-27.2764,-20.2993,2.6544,-6.3345,2.8377,1.2915
581.0,-27.2764,-20.2993,2.6544,-3.7787,-2.9417,3.5804
586.0,-27.2764,-20.2993,2.6544,-3.7787,-2.9417,3.5804
591.0,-27.2764,-20.2993,2.6544,-3.7787,-2.9417,3.5804
596.0,-24.4124,-14.5744,-0.4402,-3.7787,-2.9417,3.5804
601.0,-24.4124,-14.5744,-0.4402,-3.7787,-2.9417,3.5804
606.0,-24.4124,-14.5744,-0.4402,-3.7787,-2.9417,3.5804
611.0,-24.4124,-14.5744,-0.4402,-3.7787,-2.9417,3.5804
616.0,-24.4124,-14.5744,-0.4402,-2.64,-7.2679,2.6275
621.0,-19.9201,-11.2043,-3.3453,-2.64,-7.2679,2.6275
626.0,-19.9201,-11.2043,-3.3453,-2.64,-7.2679,2.6275
631.0,-19.9201,-11.2043,-3.3453,-2.64,-7.2679,2.6275
636.0,-19.9201,-11.2043,-3.3453,-2.64,-7.2679,2.6275
641.0,-19.9201,-11.2043,-3.3453,-2.64,-7.2679,2.6275
646.0,-19.9201,-11.2043,-3.3453,-1.0218,-8.1818,0.2347
651.0,-18.3253,-12.4675,4.7348,-1.0218,-8.1818,0.2347
656.0,-18.3253,-12.4675,4.7348,-1.0218,-8.1818,0.2347
661.0,-18.3253,-12.4675,4.7348,-1.0218,-8.1818,0.2347
