time in milliseconds,acceleration_x,acceleration_y,acceleration_z,Roll,Pitch,Yaw
7.0,-4.3456,-2.3571,2.6449,0.1979,1.6228,-1.6274
12.0,-4.3456,-2.3571,2.6449,-0.0953,2.4616,-1.8357
17.0,-4.3456,-2.3571,2.6449,-0.0953,2.4616,-1.8357
22.0,-4.3456,-2.3571,2.6449,-0.0953,2.4616,-1.8357
27.0,-4.3456,-2.3571,2.6449,-0.0953,2.4616,-1.8357
32.0,-3.4787,-2.3285,0.7493,-0.0953,2.4616,-1.8357
38.0,-3.4787,-2.3285,0.7493,-0.0953,2.4616,-1.8357
42.0,-3.4787,-2.3285,0.7493,-0.0953,2.4616,-1.8357
47.0,-3.4787,-2.3285,0.7493,-0.1607,3.3516,-1.9743
52.0,-3.4787,-2.3285,0.7493,-0.1607,3.3516,-1.9743
57.0,-3.4787,-2.3285,0.7493,-0.1607,3.3516,-1.9743
62.0,-3.2728,-3.115,0.4507,-0.1607,3.3516,-1.9743
67.0,-3.2728,-3.115,0.4507,-0.1607,3.3516,-1.9743
72.0,-3.2728,-3.115,0.4507,-0.1607,3.3516,-1.9743
78.0,-3.2728,-3.115,0.4507,-0.7306,4.8195,-1.584
82.0,-3.2728,-3.115,0.4507,-0.7306,4.8195,-1.584
87.0,-2.9519,-2.8337,-1.2079,-0.7306,4.8195,-1.584
93.0,-2.9519,-2.8337,-1.2079,-0.7306,4.8195,-1.584
97.0,-2.9519,-2.8337,-1.2079,-0.7306,4.8195,-1.584
102.0,-2.9519,-2.8337,-1.2079,-0.7306,4.8195,-1.584
107.0,-2.9519,-2.8337,-1.2079,-0.7306,4.8195,-1.584
112.0,-2.9519,-2.8337,-1.2079,-1.4618,6.0859,0.0427
117.0,-3.9289,-3.3581,-2.824,-1.4618,6.0859,0.0427
122.0,-3.9289,-3.3581,-2.824,-1.4618,6.0859,0.0427
127.0,-3.9289,-3.3581,-2.824,-1.4618,6.0859,0.0427
132.0,-3.9289,-3.3581,-2.824,-1.4618,6.0859,0.0427
137.0,-3.9289,-3.3581,-2.824,-1.4618,6.0859,0.0427
142.0,-4.3935,-2.8909,-2.0752,-1.2083,7.4377,0.6157
147.0,-4.3935,-2.8909,-2.0752,-1.2083,7.4377,0.6157
152.0,-4.3935,-2.8909,-2.0752,-1.2083,7.4377,0.6157
157.0,-4.3935,-2.8909,-2.0752,-1.2083,7.4377,0.6157
162.0,-4.3935,-2.8909,-2.0752,-1.2083,7.4377,0.6157
167.0,-4.5276,-6.2802,-3.6959,-1.2083,7.4377,0.6157
172.0,-4.5276,-6.2802,-3.6959,-2.8766,9.2111,0.9352
177.0,-4.5276,-6.2802,-3.6959,-2.8766,9.2111,0.9352
182.0,-4.5276,-6.2802,-3.6959,-2.8766,9.2111,0.9352
187.0,-4.5276,-6.2802,-3.6959,-2.8766,9.2111,0.9352
192.0,-4.5276,-6.2802,-3.6959,-2.8766,9.2111,0.9352
197.0,-11.2612,-10.2604,-4.1177,-2.8766,9.2111,0.9352
202.0,-11.2612,-10.2604,-4.1177,-4.1075,9.4976,1.4154
207.0,-11.2612,-10.2604,-4.1177,-4.1075,9.4976,1.4154
212.0,-11.2612,-10.2604,-4.1177,-4.1075,9.4976,1.4154
217.0,-11.2612,-10.2604,-4.1177,-4.1075,9.4976,1.4154
222.0,-14.2593,-6.4613,-6.0276,-4.1075,9.4976,1.4154
228.0,-14.2593,-6.4613,-6.0276,-4.1075,9.4976,1.4154
232.0,-14.2593,-6.4613,-6.0276,-2.6072,6.9203,2.1399
237.0,-14.2593,-6.4613,-6.0276,-2.6072,6.9203,2.1399
242.0,-14.2593,-6.4613,-6.0276,-2.6072,6.9203,2.1399
247.0,-14.2593,-6.4613,-6.0276,-2.6072,6.9203,2.1399
252.0,-16.0983,-9.9554,-4.3499,-2.6072,6.9203,2.1399
257.0,-16.0983,-9.9554,-4.3499,-2.6072,6.9203,2.1399
262.0,-16.0983,-9.9554,-4.3499,-3.3329,3.8886,2.1564
267.0,-16.0983,-9.9554,-4.3499,-3.3329,3.8886,2.1564
272.0,-16.0983,-9.9554,-4.3499,-3.3329,3.8886,2.1564
277.0,-16.333,-10.8277,-6.0655,-3.3329,3.8886,2.1564
282.0,-16.333,-10.8277,-6.0655,-3.3329,3.8886,2.1564
287.0,-16.333,-10.8277,-6.0655,-3.3329,3.8886,2.1564
292.0,-16.333,-10.8277,-6.0655,-3.3329,3.8886,2.1564
297.0,-16.333,-10.8277,-6.0655,-4.493,0.1482,2.4936
302.0,-16.333,-10.8277,-6.0655,-4.493,0.1482,2.4936
307.0,-18.6318,-10.5607,-8.3497,-4.493,0.1482,2.4936
312.0,-18.6318,-10.5607,-8.3497,-4.493,0.1482,2.4936
317.0,-18.6318,-10.5607,-8.3497,-4.493,0.1482,2.4936
322.0,-18.6318,-10.5607,-8.3497,-4.493,0.1482,2.4936
327.0,-18.6318,-10.5607,-8.3497,-3.402,-1.9422,2.4044
332.0,-18.5361,-9.9077,-8.7431,-3.402,-1.9422,2.4044
337.0,-18.5361,-9.9077,-8.7431,-3.402,-1.9422,2.4044
342.0,-18.5361,-9.9077,-8.7431,-3.402,-1.9422,2.4044
347.0,-18.5361,-9.9077,-8.7431,-3.402,-1.9422,2.4044
352.0,-18.5361,-9.9077,-8.7431,-3.402,-1.9422,2.4044
