time in milliseconds,acceleration_x,acceleration_y,acceleration_z,Roll,Pitch,Yaw
5.0,-6.1799,-3.8205,9.9194,-0.692,1.7243,-0.9683
10.0,-6.1799,-3.8205,9.9194,-0.692,1.7243,-0.9683
15.0,-5.8973,-2.2045,9.3886,-0.692,1.7243,-0.9683
20.0,-5.8973,-2.2045,9.3886,-0.692,1.7243,-0.9683
25.0,-5.8973,-2.2045,9.3886,-0.692,1.7243,-0.9683
30.0,-5.8973,-2.2045,9.3886,-0.692,1.7243,-0.9683
35.0,-5.8973,-2.2045,9.3886,-0.3163,1.946,-0.3611
40.0,-4.8341,-0.5028,5.9528,-0.3163,1.946,-0.3611
45.0,-4.8341,-0.5028,5.9528,-0.3163,1.946,-0.3611
50.0,-4.8341,-0.5028,5.9528,-0.3163,1.946,-0.3611
55.0,-4.8341,-0.5028,5.9528,-0.3163,1.946,-0.3611
60.0,-4.8341,-0.5028,5.9528,-0.3163,1.946,-0.3611
65.0,-4.8341,-0.5028,5.9528,-0.2974,1.7921,-0.6078
70.0,-5.8877,-0.6458,6.3271,-0.2974,1.7921,-0.6078
75.0,-5.8877,-0.6458,6.3271,-0.2974,1.7921,-0.6078
80.0,-5.8877,-0.6458,6.3271,-0.2974,1.7921,-0.6078
85.0,-5.8877,-0.6458,6.3271,-0.2974,1.7921,-0.6078
90.0,-5.8877,-0.6458,6.3271,-0.2974,1.7921,-0.6078
95.0,-3.3829,-1.5181,5.4789,-0.2974,1.7921,-0.6078
100.0,-3.3829,-1.5181,5.4789,-0.488,1.5435,-0.49
105.0,-3.3829,-1.5181,5.4789,-0.488,1.5435,-0.49
111.0,-3.3829,-1.5181,5.4789,-0.488,1.5435,-0.49
115.0,-3.3829,-1.5181,5.4789,-0.488,1.5435,-0.49
121.0,-0.7584,-2.0043,4.4742,-0.488,1.5435,-0.49
125.0,-0.7584,-2.0043,4.4742,-0.488,1.5435,-0.49
130.0,-0.7584,-2.0043,4.4742,-0.8856,3.3743,-0.675
135.0,-0.7584,-2.0043,4.4742,-0.8856,3.3743,-0.675
140.0,-0.7584,-2.0043,4.4742,-0.8856,3.3743,-0.675
145.0,-0.7584,-2.0043,4.4742,-0.8856,3.3743,-0.675
150.0,0.9274,-3.6441,2.4364,-0.8856,3.3743,-0.675
155.0,0.9274,-3.6441,2.4364,-0.8856,3.3743,-0.675
160.0,0.9274,-3.6441,2.4364,-0.8856,3.3743,-0.675
165.0,0.9274,-3.6441,2.4364,-2.122,4.0951,-0.8113
170.0,0.9274,-3.6441,2.4364,-2.122,4.0951,-0.8113
175.0,0.8507,-4.3687,-2.2316,-2.122,4.0951,-0.8113
180.0,0.8507,-4.3687,-2.2316,-2.122,4.0951,-0.8113
185.0,0.8507,-4.3687,-2.2316,-2.122,4.0951,-0.8113
190.0,0.8507,-4.3687,-2.2316,-2.122,4.0951,-0.8113
195.0,0.8507,-4.3687,-2.2316,-3.8722,3.4286,-3.0776
201.0,0.8507,-4.3687,-2.2316,-3.8722,3.4286,-3.0776
205.0,-0.0161,-7.5767,-0.3265,-3.8722,3.4286,-3.0776
210.0,-0.0161,-7.5767,-0.3265,-3.8722,3.4286,-3.0776
215.0,-0.0161,-7.5767,-0.3265,-3.8722,3.4286,-3.0776
220.0,-0.0161,-7.5767,-0.3265,-3.8722,3.4286,-3.0776
225.0,-0.0161,-7.5767,-0.3265,-3.8722,3.4286,-3.0776
230.0,-0.1598,-11.9812,1.5075,-5.2008,3.6369,-3.3116
235.0,-0.1598,-11.9812,1.5075,-5.2008,3.6369,-3.3116
240.0,-0.1598,-11.9812,1.5075,-5.2008,3.6369,-3.3116
245.0,-0.1598,-11.9812,1.5075,-5.2008,3.6369,-3.3116
250.0,-0.1598,-11.9812,1.5075,-5.2008,3.6369,-3.3116
255.0,-1.7929,-13.6496,3.5027,-5.2008,3.6369,-3.3116
260.0,-1.7929,-13.6496,3.5027,-5.7024,4.6748,-2.143
265.0,-1.7929,-13.6496,3.5027,-5.7024,4.6748,-2.143
270.0,-1.7929,-13.6496,3.5027,-5.7024,4.6748,-2.143
275.0,-1.7929,-13.6496,3.5027,-5.7024,4.6748,-2.143
280.0,-1.7929,-13.6496,3.5027,-5.7024,4.6748,-2.143
285.0,-4.9634,-16.1999,4.2372,-5.7024,4.6748,-2.143
290.0,-4.9634,-16.1999,4.2372,-6.4,5.53,-1.6207
295.0,-4.9634,-16.1999,4.2372,-6.4,5.53,-1.6207
300.0,-4.9634,-16.1999,4.2372,-6.4,5.53,-1.6207
306.0,-4.9634,-16.1999,4.2372,-6.4,5.53,-1.6207
310.0,-10.7919,-19.9466,6.3651,-6.4,5.53,-1.6207
315.0,-10.7919,-19.9466,6.3651,-6.4,5.53,-1.6207
320.0,-10.7919,-19.9466,6.3651,-6.6773,5.3419,0.0336
325.0,-10.7919,-19.9466,6.3651,-6.6773,5.3419,0.0336
330.0,-10.7919,-19.9466,6.3651,-6.6773,5.3419,0.0336
335.0,-22.219,-20.776,8.6066,-6.6773,5.3419,0.0336
340.0,-22.219,-20.776,8.6066,-6.6773,5.3419,0.0336
345.0,-22.219,-20.776,8.6066,-6.6773,5.3419,0.0336
350.0,-22.219,-20.776,8.6066,-3.9278,3.8068,2.923
355.0,-22.219,-20.776,8.6066,-3.9278,3.8068,2.923
360.0,-22.219,-20.776,8.6066,-3.9278,3.8068,2.923
366.0,-25.5666,-15.399,2.9909,-3.9278,3.8068,2.923
370.0,-25.5666,-15.399,2.9909,-3.9278,3.8068,2.923
375.0,-25.5666,-15.399,2.9909,-3.9278,3.8068,2.923
380.0,-25.5666,-15.399,2.9909,-1.9302,-1.528,3.9101
386.0,-25.5666,-15.399,2.9909,-1.9302,-1.528,3.9101
390.0,-25.9498,-9.4358,-1.4828,-1.9302,-1.528,3.9101
395.0,-25.9498,-9.4358,-1.4828,-1.9302,-1.528,3.9101
400.0,-25.9498,-9.4358,-1.4828,-1.9302,-1.528,3.9101
405.0,-25.9498,-9.4358,-1.4828,-1.9302,-1.528,3.9101
410.0,-25.9498,-9.4358,-1.4828,-1.9302,-1.528,3.9101
415.0,-20.3368,-7.8055,-0.7103,0.0294,-5.5603,1.9059
420.0,-20.3368,-7.8055,-0.7103,0.0294,-5.5603,1.9059
425.0,-20.3368,-7.8055,-0.7103,0.0294,-5.5603,1.9059
430.0,-20.3368,-7.8055,-0.7103,0.0294,-5.5603,1.9059
435.0,-20.3368,-7.8055,-0.7103,0.0294,-5.5603,1.9059
441.0,-20.3368,-7.8055,-0.7103,0.0294,-5.5603,1.9059
445.0,-8.857,-4.8358,-6.5868,1.0197,-5.0405,0.6481
450.0,-8.857,-4.8358,-6.5868,1.0197,-5.0405,0.6481
455.0,-8.857,-4.8358,-6.5868,1.0197,-5.0405,0.6481
460.0,-8.857,-4.8358,-6.5868,1.0197,-5.0405,0.6481
465.0,-8.857,-4.8358,-6.5868,1.0197,-5.0405,0.6481
470.0,-8.9384,-1.9185,2.4554,1.0197,-5.0405,0.6481
475.0,-8.9384,-1.9185,2.4554,-0.5203,-1.1468,-4.5919
480.0,-8.9384,-1.9185,2.4554,-0.5203,-1.1468,-4.5919
485.0,-8.9384,-1.9185,2.4554,-0.5203,-1.1468,-4.5919
490.0,-8.9384,-1.9185,2.4554,-0.5203,-1.1468,-4.5919
495.0,-4.8436,-10.0173,0.6261,-0.5203,-1.1468,-4.5919
500.0,-4.8436,-10.0173,0.6261,-0.5203,-1.1468,-4.5919
505.0,-4.8436,-10.0173,0.6261,1.6495,0.2454,-3.1515
510.0,-4.8436,-10.0173,0.6261,1.6495,0.2454,-3.1515
515.0,-4.8436,-10.0173,0.6261,1.6495,0.2454,-3.1515
520.0,-4.8436,-10.0173,0.6261,1.6495,0.2454,-3.1515
525.0,-4.2019,-8.0629,1.7634,1.6495,0.2454,-3.1515
530.0,-4.2019,-8.0629,1.7634,1.6495,0.2454,-3.1515
536.0,-4.2019,-8.0629,1.7634,3.2243,2.7041,-0.281
540.0,-4.2019,-8.0629,1.7634,3.2243,2.7041,-0.281
545.0,-4.2019,-8.0629,1.7634,3.2243,2.7041,-0.281
550.0,-4.2019,-8.0629,1.7634,3.2243,2.7041,-0.281
555.0,-3.541,-5.5413,-1.1274,3.2243,2.7041,-0.281
